관리번호,구분명,화장실명,소재지도로명주소,소재지지번주소,관리기관명,전화번호,개방시간,개방시간상세,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,위도,경도
202231300000100250,개방화장실,성산1동주민센터 개방화장실,"서울특별시 마포구 성산로4길 15, 성산1동주민센터 (성산동)",서울특별시 마포구 성산동 275-37 성산1동주민센터,성산1동주민센터,,,09~18,0,2,1,0,0,0,2,0,0,37.563368493241,126.907895665906
202231300000100352,개방화장실,마포원조주물럭 화장실,"서울특별시 마포구 토정로 294, 1층 (용강동)",서울특별시 마포구 용강동 45-1,마포원조주물럭,,,09~22,1,1,0,0,0,0,1,0,0,37.5408251480812,126.941858135997
202231300000100240,개방화장실,서울복지타운,"서울특별시 마포구 백범로31길 21, 서울창업허브, 서울복지타운 (공덕동)","서울특별시 마포구 공덕동 370-4 서울창업허브, 서울복지타운",서울시복지재단 총무팀,0263530268,,07~20,2,2,0,0,0,0,4,0,0,37.5474587622726,126.950577944061
202231300000100264,공중화장실,마포새빛문화숲,,서울특별시 마포구 합정동 55-1,마포구청 자원순환과,0231539234,,00~24,0,3,1,1,0,0,3,1,0,37.5442641500491,126.916441436711
202231300000100311,개방화장실,망원역(6),"서울특별시 마포구 월드컵로 지하 77, 망원역 1번출구 옆 (망원동)",서울특별시 마포구 망원동 378 망원역,서울교통공사,0263116211,,05~24,2,3,1,1,1,1,6,1,1,37.5560572923314,126.910033925408
202431300000100006,개방화장실,우리마포복지관,"서울특별시 마포구 신촌로26길 10, 우리마포복지관 (노고산동)",서울특별시 마포구 노고산동 1-50 우리마포복지관,마포구시설관리공단,,정시,09:00~18:00,20,18,6,0,0,0,38,6,0,37.555858987325,126.942320769699
202231300000100304,공중화장실,문화비축기지 T1,"서울특별시 마포구 증산로 87, 탱크1 내부 (성산동)",서울특별시 마포구 성산동 670,서부공원녹지사업소,023768410,,09~18,2,3,0,0,0,0,6,0,0,37.570712376054,126.895611151666
202231300000100280,개방화장실,시립마포노인종합복지관 화장실,"서울특별시 마포구 서강로 68, 마포노인사회복지시설 1층 (창전동)",서울특별시 마포구 창전동 140 마포노인사회복지시설,시립마포노인종합복지관,023331040,,09~18,2,3,0,0,0,0,2,0,0,37.5489410696863,126.932211433726
202231300000100341,공중화장실,평화5(쌍둥이),,서울특별시 마포구 상암동 1535,서부공원녹지사업소 환경보전과,023005558,,00~24,2,3,1,1,0,0,6,1,0,37.5632720287737,126.892678380812
202231300000100425,개방화장실,마포경찰서 별관 화장실,"서울특별시 마포구 마포대로 183, 서울마포경찰서 별관1층 (아현동)",서울특별시 마포구 아현동 618-1 서울마포경찰서,마포경찰서,0231496321,,09~18,2,2,1,1,0,0,3,1,0,37.5508289853671,126.954017673791
202231300000100249,개방화장실,상암동주민센터 개방화장실,"서울특별시 마포구 매봉산로2길 16, 상암동주민센터 (상암동)",서울특별시 마포구 상암동 1616 상암동주민센터,상암동주민센터,,,09~18,1,3,0,0,0,0,2,1,0,37.5783343152327,126.894672999175
202231300000100393,개방화장실,도원빌딩 화장실,"서울특별시 마포구 마포대로 34, 도원빌딩 1층 (도화동)",서울특별시 마포구 도화동 292-20 도원빌딩,도원빌딩,,,09~20,2,3,0,0,0,0,2,0,0,37.539260435206,126.946151540413
202231300000100407,공중화장실,만리배수지 화장실,서울특별시 마포구 환일7길 16 (아현동),서울특별시 마포구 아현동 87-7,마포구청 자원순환과,0231539234,,00~24,2,2,0,0,0,0,3,0,0,37.5545977368552,126.961479056029
202231300000100328,공중화장실,노을3(신관),서울특별시 마포구 하늘공원로 108-1 (상암동),서울특별시 마포구 상암동 478-1,서부공원녹지사업소 환경보전과,023005558,,00~24,3,4,1,1,0,0,8,1,0,37.5693180364524,126.87851193137
202231300000100347,개방화장실,서울제일침례교회 화장실,"서울특별시 마포구 환일길 7, 서울제일교회 1층 (아현동)",서울특별시 마포구 아현동 710-5 서울제일교회,서울제일침례교회 화장실,,,07~19(국가공휴일 미개방),2,4,0,0,0,0,4,0,0,37.5572333779096,126.960249965483
202231300000100242,개방화장실,공덕역(경의중앙선),"서울특별시 마포구 마포대로 지하92, 공덕역(경의중앙선) (도화동)",서울특별시 마포구 도화동 25-13 공덕역(경의중앙선),한국철도공사(코레일),027025277,,02~24,7,10,1,1,0,0,19,1,0,37.5425430367558,126.95219691279
202231300000100343,공중화장실,평화3(잔디광장),,서울특별시 마포구 상암동 1535,서부공원녹지사업소 환경보전과,023005558,,00~24,2,4,1,1,0,0,6,1,0,37.5632720287737,126.892678380812
202231300000100391,공중화장실,마포어린이공원화장실,"서울특별시 마포구 마포대로4다길 30, 마포어린이공원 화장실 (마포동)",서울특별시 마포구 마포동 350-5 마포어린이공원 화장실,마포구청 자원순환과,0231539234,,00~24,1,1,1,0,1,0,2,1,1,37.5358409752492,126.943675473169
202231300000100348,개방화장실,망원시장 개방화장실,"서울특별시 마포구 포은로6길 27, 1층 (망원동)",서울특별시 마포구 망원동 414-109,망원시장,,,00~24,2,4,0,0,0,0,2,1,0,37.5560222529246,126.906451891223
202231300000100287,개방화장실,공덕지구대 화장실,"서울특별시 마포구 마포대로 195-1, 공덕지구대 1층 (아현동)",서울특별시 마포구 아현동 785 공덕지구대,공덕지구대,027030492,,09~18,0,0,1,1,0,0,0,1,0,37.5518094602317,126.954039818166
202431400000103566,개방화장실,센트럴프라자,서울특별시 양천구 목동서로 349,서울특별시 양천구 신정6동 321-6,양천구 청소행정과,0226203426,상시,상시,2,3,0,0,0,0,1,1,0,37.517406535882,126.865306840725
202431400000104196,개방화장실,서울신월2동우체국,서울특별시 양천구 중앙로 309,,서울신월2동우체국,0226920318,정시,09:00∼18:00,1,1,0,0,0,1,0,0,0,37.5236136759069,126.850871658321
202431400000103925,공중화장실,㈜타이거오일 신정주유소,서울특별시 양천구 중앙로 226(신정동),,양천구 녹색환경과,0226204874,상시,상시,1,1,0,0,0,0,1,0,0,37.5167468205193,126.854738127061
202431400000103954,공중화장실,오목교역(5),서울특별시 양천구 오목로 지하 342 오목교역,,서울교통공사,0263115211,정시,05~24시,2,6,0,0,0,0,5,0,0,37.5244500703802,126.875354626254
202431400000104122,개방화장실,양천중앙도서관,서울특별시 양천구 신정로7길 81,서울특별시 양천구 신정동 1319-4,양천문화재단(교육지원과),07088274522,정시,"평일09-22시, 주말 09~22시(금요일 휴관)",10,10,5,5,1,1,4,5,2,37.5137253865171,126.833817461636
202431400000103968,개방화장실,양천소방서 신트리119안전센터,서울특별시 양천구 신정로 238,서울특별시 양천구 신정동 1294-8,양천소방서 신트리119안전센터,0269818795,상시,상시,1,2,0,0,0,0,1,1,0,37.5106105096518,126.84798529112
202431400000103643,개방화장실,한빛종합사회복지관,서울특별시 양천구 신월로11길 16,서울특별시 양천구 신월4동 540-1,양천구 복지정책과,0226928762,정시,09:00~18:00,9,12,1,5,0,0,13,3,0,37.5190740210221,126.84022562869
202431400000104168,공중화장실,목동주유소,서울특별시 양천구 목동중앙로 125(목동),,양천구 녹색환경과,0226204874,정시,07:00~24:00,1,1,0,0,0,0,1,0,0,37.5396005386844,126.874552753564
202431400000103846,공중화장실,장수공원,서울특별시 양천구 신월로 253,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,2,2,1,0,0,0,4,1,0,37.5225786566609,126.84970402049
202431400000103943,개방화장실,신목종합사회복지관 교육관 (시립시설),서울특별시 양천구 목동동로 12길 59,,서울시 안심돌봄복지과,0221337388,정시,09:00~18:00,1,2,0,0,0,0,1,0,0,37.5234950595378,126.877817928379
202431400000104038,개방화장실,우성상가,서울특별시 양천구 지양로 78,서울특별시 양천구 신월7동 928-1,양천구 청소행정과,0226203426,상시,상시,1,3,1,0,0,0,4,0,0,37.5226624829591,126.833599900906
202431400000103719,공중화장실,서울남부지방검찰청,서울특별시 양천구 신월로 390,,"서울남부지방검찰청
총무과",0232194688,정시,평일(09:00∼18:00),4,5,1,0,0,0,4,1,0,37.5217265956452,126.864696472485
202431400000104035,개방화장실,서울삼일교회,서울특별시 양천구 남부순환로50길 21,서울특별시 양천구 신월3동 164-10,양천구 청소행정과,0226203426,정시,개관시간,1,5,0,0,0,0,4,0,0,37.5331707224053,126.828096755499
202431400000103876,개방화장실,신월청소년문화센터,서울특별시 양천구 가로공원로 86,서울특별시 양천구 신월3동 150-3,양천구 가족정책과,0226203392,정시,11시간,2,3,1,0,0,0,2,1,0,37.5352204718275,126.825499386764
202431400000104194,공중화장실,서울지방식품의약품안전청,서울특별시 양천구 목동중앙로 212,,서울지방식품의약품안전청,0226401329,정시,09:00∼18:00,3,5,1,0,0,0,3,1,0,37.5435816092898,126.882892422128
202431400000103942,개방화장실,신목종합사회복지관 (시립시설),서울특별시 양천구 신목로 5,,서울시 안심돌봄복지과,0226437222,정시,09:00~20:00,3,3,0,0,0,0,4,0,0,37.5172255608213,126.876467484144
202431400000104046,개방화장실,썬텍씨티빌딩,서울특별시 양천구 오목로 350,서울특별시 양천구 목1동 404-177,양천구 청소행정과,0226203426,상시,상시,1,1,0,0,0,0,2,0,0,37.5241576688964,126.87627211214
202431400000103564,개방화장실,우성상가,서울특별시 양천구 지양로 78,서울특별시 양천구 신월7동 928-1,양천구 청소행정과,0226203426,상시,상시,1,3,1,0,0,0,4,0,0,37.5226624829591,126.833599900906
202431400000103645,개방화장실,양천구푸드마켓(신월점),서울특별시 양천구 곰달래로13길 73(신월동),서울특별시 양천구 신월동 92-6,양천구 복지정책과,0226203343,정시,09-18시,1,2,1,0,0,0,1,1,0,37.5359500494174,126.833769966283
202431400000103864,개방화장실,해맞이공영주차장,서울특별시 양천구 지양로 53-1,서울특별시 양천구 신월7동 987,양천구시설관리공단,07049539827,상시,상시,2,2,1,0,0,0,4,1,0,37.5204480981254,126.834567246541
202431400000103569,개방화장실,양천현대셀프주유소,서울특별시 양천구 안양천로 1179,서울특별시 양천구 목2동 123,양천구 청소행정과,0226203426,정시,05:00~24:00,1,2,0,0,0,0,1,0,0,37.5460090919396,126.881369691227
202431400000103912,개방화장실,신정7동주민센터,서울특별시 양천구 목동동로 37,,신정7동주민센터,0226204318,정시,09~18시,2,3,1,1,0,0,2,1,0,37.5143994546524,126.859671273515
202431400000104116,개방화장실,신월종합사회복지관,서울특별시 양천구 신월로24길 19,서울특별시 양천구 신월동 1063-1,양천구 복지정책과,07047553702,정시,08:30-19:30,5,4,5,5,0,0,14,5,0,37.5200327613989,126.847366869693
202431400000103620,공중화장실,8번 화장실(목동인라인장),서울특별시 양천구 안양천로 1026,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,2,2,1,0,0,0,3,1,0,37.5332041655642,126.888002538134
202431400000103649,개방화장실,갈산도서관,서울특별시 양천구 목동남로4길 48-6,서울특별시 양천구 신정동 337-9,양천문화재단(교육지원과),07088286484,정시,"평일09-22시, 주말 09~22시(월요일 휴관)",7,7,1,0,0,0,14,1,0,37.508861705719,126.867311562837
202431400000103555,개방화장실,신목동주유소,서울특별시 양천구 목동동로10길 13(신정동),서울특별시 양천구 신정2동 296-5,양천구 청소행정과,0226203426,상시,상시,1,1,0,0,0,0,1,0,0,37.5194893296515,126.871071371587
202431400000104146,개방화장실,신정3동넓은들민원센터,서울특별시 양천구 남부순환로88길 5-7,,신정3동주민센터,0226204046,정시,09~18시,6,9,3,0,0,0,8,3,0,37.5114333588549,126.841513010745
202431400000103828,공중화장실,갈산근린공원(A),"서울특별시 양천구 목동남로 106-23, 교통광장",,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,1,0,0,0,0,1,0,0,37.5094319172913,126.870036467507
202431400000103794,개방화장실,신신코아빌딩,서울특별시 양천구 신월로 361,서울특별시 양천구 신정4동 1013-7,양천구 청소행정과,0226203426,상시,상시,2,1,0,0,0,0,2,0,0,37.5222853076927,126.861202898949
202431400000103629,개방화장실,여울공영주차장,서울특별시 양천구 가로공원로 72,서울특별시 양천구 신월동 151-5,양천구시설관리공단,07049539827,상시,상시,2,1,1,1,0,0,3,1,0,37.5350401624065,126.824150018362
202431400000104098,공중화장실,온수도시자연공원(지양산 둘레길),서울특별시 양천구 신월동 350-50,서울특별시 양천구 신월동 350-50,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,2,0,0,0,0,2,0,0,37.5191128328865,126.826296946002
202431400000103605,공중화장실,목동근린공원,서울특별시 양천구 목동중앙북로24길 1-29,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,3,0,0,0,0,4,0,0,37.5463656555778,126.879627147858
202431400000103929,공중화장실,신정동주유소,서울특별시 양천구 안양천로 663(신정동),,양천구 녹색환경과,0226204874,정시,05:00~24:00,1,1,0,0,0,0,1,0,0,37.5063926687518,126.871123077795
202431400000103608,공중화장실,시설녹지(신정3호),서울특별시 양천구 중앙로 248,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,2,3,1,0,0,0,3,1,0,37.5187226126023,126.853775397684
202431400000104137,개방화장실,신월2동주민센터,서울특별시 양천구 중앙로53길 47,,신월2동주민센터,0226204087,정시,09~18시,2,3,2,0,0,0,4,0,0,37.5249742617031,126.844569461617
202431400000103975,개방화장실,신월5파출소 화장실,서울특별시 양천구 남부순환로31길 37,서울특별시 양천구 59-5,양천경찰서(신월5파출소),0226930113,상시,상시,1,1,1,0,0,0,1,0,0,37.5390738299023,126.830673512582
202431400000103953,공중화장실,목동역(5),서울특별시 양천구 오목로 지하 245 목동역,,서울교통공사,0263115201,정시,05~24시,3,4,0,0,0,0,7,0,0,37.52619868083,126.864742584692
202431400000103888,개방화장실,개울건강도서관,서울특별시 양천구 중앙로52길 56,서울특별시 양천구 신정동 915-2,양천문화재단(교육지원과),07088286500,정시,"평일09-22시, 주말 09~22시(일요일 휴관)",2,1,0,0,0,0,2,1,0,37.5259751797829,126.856602131412
202431400000104184,개방화장실,신월야구공원,서울특별시 양천구 남부순환로 64,,체육시설관리사업소(신월야구공원),0226406408,정시,07~18시,2,1,1,1,0,0,3,1,0,,
202431400000104208,개방화장실,신정1지구대 화장실,서울특별시 양천구 중앙로32길 65,서울특별시 양천구 신정동 1021-8,신정1지구대,0226007895,상시,상시,1,1,0,0,0,0,1,0,0,37.5202997079635,126.860768123276
202431400000103738,개방화장실,신월5파출소 화장실,서울특별시 양천구 남부순환로31길 37,서울특별시 양천구 59-5,양천경찰서(신월5파출소),0226930113,상시,상시,1,1,1,0,0,0,1,0,0,37.5390738299023,126.830673512582
202431400000103737,개방화장실,신월2지구대 화장실,서울특별시 양천구 지양로 55,서울특별시 양천구 신월동 987-1,양천경찰서(신월2지구대),028798854,상시,상시,1,2,1,0,0,0,1,1,0,37.517094837206,126.832775211306
202431400000103873,개방화장실,양천구청,서울특별시 양천구 목동동로 105,,양천구 총무과,0226203061,정시,06~24,2,3,1,1,0,0,3,1,0,37.5170753784215,126.866542541936
202431400000103669,개방화장실,신정1동주민센터,서울특별시 양천구 중앙로32길 1,,신정1동주민센터,0226204193,정시,09~18시,7,7,1,1,0,0,6,0,0,37.5185718753061,126.854286078199
202431400000104096,공중화장실,10번 화장실(양화교),서울특별시 양천구 안양천로 1138,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,1,1,0,0,0,3,1,0,37.5427284386137,126.884340205096
202431400000103956,공중화장실,서울남부지방검찰청,서울특별시 양천구 신월로 390,,"서울남부지방검찰청
총무과",0232194688,정시,평일(09:00∼18:00),4,5,1,0,0,0,4,1,0,37.5217265956452,126.864696472485
202431400000103951,공중화장실,신정네거리역(2),서울특별시 양천구 중앙로 지하 261 신정네거리역,,서울교통공사,0261102461,정시,05~24시,4,5,0,0,0,0,9,0,0,37.5197975266787,126.852991645059
202431400000103592,공중화장실,갈산근린공원(B),"서울특별시 양천구 신정7동 171-58, 분수광장","서울특별시 양천구 신정7동 171-58, 분수광장",서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,2,0,0,0,0,2,0,0,,
202431400000104085,공중화장실,연의근린공원,서울특별시 양천구 신정이펜1로 12,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,2,3,1,0,0,0,8,1,0,37.511697055527,126.83420742795
202431400000103562,개방화장실,지우빌딩,서울특별시 양천구 오목로 15,서울특별시 양천구 신월4동 439-17,양천구 청소행정과,0226203426,정시,08시~22시,1,2,0,0,0,0,1,0,0,37.5215421310178,126.839358376131
202431400000103720,공중화장실,서울지방식품의약품안전청,서울특별시 양천구 목동중앙로 212,,서울지방식품의약품안전청,0226401329,정시,09:00∼18:00,3,5,1,0,0,0,3,1,0,37.5435816092898,126.882892422128
202431400000104070,공중화장실,오목근린공원,서울특별시 양천구 목동서로 159-2,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,2,1,0,0,0,2,1,0,37.5275882389761,126.87364010571
202431400000104190,공중화장실,목동역(5),서울특별시 양천구 오목로 지하 245 목동역,,서울교통공사,0263115201,정시,05~24시,3,4,0,0,0,0,7,0,0,37.52619868083,126.864742584692
202431400000104081,공중화장실,아동어린이공원,서울특별시 양천구 지양로10길 5,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,0,0,0,0,0,1,0,0,37.5230736786033,126.833520705642
202431400000104055,공중화장실,온수도시자연공원 (매봉약수터),서울특별시 양천구 신정로 152,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,1,0,0,0,0,1,0,0,37.5069721106108,126.839763284948
202431400000103928,공중화장실,㈜부흥에너지 평화주유소,서울특별시 양천구 안양천로 657(신정동),,양천구 녹색환경과,0226204874,정시,06:30~22:30,1,3,0,0,0,0,1,0,0,37.5058830542307,126.870705037304
202431400000104206,개방화장실,신정3파출소 화장실,서울특별시 양천구 중앙로 205,서울특별시 양천구 신정동 1264,신정3파출소(관리팀),0226962305,상시,상시,2,1,0,0,0,0,8,0,0,37.5149191698884,126.854985652216
202431400000103551,개방화장실,롯데리아목동사거리점,서울특별시 양천구 등촌로 28(목동),서울특별시 양천구 목4동 792-6,양천구 청소행정과,0226203426,상시,정시(09~24시),1,1,0,0,0,0,1,0,0,37.5325642442893,126.864029064379
202431400000103580,개방화장실,서울청년센터 양천,서울특별시 양천구 오목로 359,,서울지역사회교육협의회(일자리경제과),0220628826,정시,10~22시,1,2,1,0,0,0,2,1,0,37.5245905992445,126.877307524262
202431400000103625,공중화장실,온수도시자연공원(지양산이펜1단지 뒤),서울특별시 양천구 신정이펜1로 111,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,1,0,0,0,0,1,0,0,37.5185970343471,126.826007995147
202431400000103880,개방화장실,한빛종합사회복지관,서울특별시 양천구 신월로11길 16,서울특별시 양천구 신월4동 540-1,양천구 복지정책과,0226928762,정시,09:00~18:00,9,12,1,5,0,0,13,3,0,37.5190740210221,126.84022562869
202431400000104134,개방화장실,목4동주민센터,서울특별시 양천구 목동중앙로 25,,목4동주민센터,0226204005,정시,09~18시,4,4,6,1,0,0,4,0,0,37.5324416397205,126.868422907741
202431400000104058,공중화장실,용왕산근린공원(B),"서울특별시 양천구 용왕정길 19, 건영아파트 뒤",,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,2,3,0,0,0,0,3,0,0,37.5421784336016,126.874256951704
202431400000104189,공중화장실,신정역(5),서울특별시 양천구 오목로 지하 179 신정역,,서울교통공사,0263115191,정시,05~24시,3,5,0,0,0,0,8,0,0,37.5252107928783,126.857290392028
202431400000103902,개방화장실,신월4동주민센터,서울특별시 양천구 오목로5길 34,서울특별시 양천구 신월동 425-2,신월4동주민센터,0226204126,정시,09~18시,12,12,2,0,0,0,12,0,0,37.5246958066952,126.840081055666
202431400000103850,공중화장실,1번 화장실(오금교 입구),서울특별시 양천구 안양천로 710,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,2,1,0,0,0,3,1,0,37.5101146014945,126.873180389194
202431400000104105,개방화장실,계남다목적체육관,서울특별시 양천구 신정로 273-5,서울특별시 양천구 신정동 695-5,양천구시설관리공단,07049539793,정시,6시~22시,3,3,1,1,0,0,6,1,1,37.5130804971991,126.850508386528
202431400000103884,개방화장실,양천근린공원 책쉼터,서울특별시 양천구 목동동로 111,서울특별시 양천구 신정6동 320,교육지원과,0226203115,정시,10시~17시(월요일 휴관),1,1,1,0,0,0,1,1,0,37.5182778383048,126.86813048781
202431400000103901,개방화장실,신월3동주민센터,서울특별시 양천구 남부순환로54길 5(신월동),,신월3동주민센터,0226204105,정시,09~18시,3,3,1,1,0,0,6,1,0,37.5336317527648,126.829082167184
202431400000104150,개방화장실,목동보건지소,서울특별시 양천구 목동중앙본로7가길11,,목동보건지소,0220845254,정시,09~18시,2,2,1,1,0,0,2,1,0,37.5400881536384,126.866973145259
202431400000103948,공중화장실,신목동역(9),서울특별시 양천구 목동중앙로 지하217  (목동),,서울시메트로9호선㈜,0226560911,정시,05~24시,3,4,0,0,0,2,11,0,0,37.5444916605385,126.882753513166
202431400000103814,개방화장실,신영시장 고객지원센터,서울특별시 양천구 월정로 161-5,서울특별시 양천구 신월1동 114-18,양천구 청소행정과,0226203426,정시,09:00~18:50,0,3,1,0,0,0,2,1,0,37.5330140502235,126.836024900774
202431400000103930,공중화장실,양천구주유소,서울특별시 양천구 국회대로 275(목동),,양천구 녹색환경과,0226204874,정시,08:00~익일05:00,1,2,0,0,0,0,1,0,0,37.5303725461437,126.865511835584
202431400000104128,개방화장실,양천어르신종합복지관,서울특별시 양천구 목동로3길 106,,양천어르신종합복지관(어르신복지과),0226498815,정시,09~19시,5,8,2,3,0,0,8,2,0,37.5104425347921,126.858627933542
202431400000103571,개방화장실,대한민국예술인센터,서울특별시 양천구 목동서로 225,서울특별시 양천구 목1동 923-6,양천구 청소행정과,0226203426,상시,상시,3,5,1,0,0,0,6,1,0,37.5270754105611,126.870745963571
202431400000103785,개방화장실,화성프라자,서울특별시 양천구 목동동로 435(목동),서울특별시 양천구 목5동 909-5,양천구 청소행정과,0226203426,상시,상시,2,1,0,0,0,0,2,0,0,37.5373858477879,126.884868815732
202431400000104144,개방화장실,신정2동주민센터,서울특별시 양천구 목동동로 1522,,신정2동주민센터,0226204213,정시,09~18시,2,3,1,0,0,0,4,0,0,,
202431400000103913,개방화장실,목동보건지소,서울특별시 양천구 목동중앙본로7가길11,,목동보건지소,0220845254,정시,09~18시,2,2,1,1,0,0,2,1,0,37.5400881536384,126.866973145259
202431400000103927,공중화장실,"현대오일뱅크㈜직영 양천
셀프주유소",서울특별시 양천구 목동로 17(신정동),,양천구 녹색환경과,0226204874,상시,상시,1,2,0,0,0,0,1,0,0,37.5104731119583,126.871265587745
202431400000103896,개방화장실,목3동주민센터,서울특별시 양천구 목동중앙남로16나길 55,,목3동주민센터,0220845293,정시,09~18시,7,7,1,1,0,0,12,1,0,37.5447411807229,126.864436156194
202431400000104124,개방화장실,해맞이역사도서관,서울특별시 양천구 지양로 37,서울특별시 양천구 신월동 987,양천문화재단(교육지원과),07088286514,정시,"평일09-22시, 주말 09~22시(월요일 휴관)",7,7,1,0,0,0,7,1,0,37.5190741687285,126.835605990795
202431400000103721,개방화장실,서울양천우체국,서울특별시 양천구 목동서로 117,,서울양천우체국,0226460941,정시,09:00∼18:00,2,3,1,1,0,2,1,0,0,37.5329457075933,126.876217883995
202431400000104043,개방화장실,양천현대셀프주유소,서울특별시 양천구 안양천로 1179,서울특별시 양천구 목2동 123,양천구 청소행정과,0226203426,정시,05:00~24:00,1,2,0,0,0,0,1,0,0,37.5460090919396,126.881369691227
202431400000103791,개방화장실,현승빌딩,서울특별시 양천구 신목로 34(신정동),서울특별시 양천구 신정2동 128-113,양천구 청소행정과,0226203426,상시,평일(09~20시) 토요일(09~15시),2,2,0,0,0,0,2,0,0,37.5186598291782,126.873958318272
202431400000103922,공중화장실,(주)서부티엔디,서울특별시 양천구 신정로 167(신정동),,양천구 녹색환경과,0226204874,상시,상시,1,2,0,0,0,0,1,0,0,37.5093449690455,126.841883881962
202431400000103554,개방화장실,현승빌딩,서울특별시 양천구 신목로 34(신정동),서울특별시 양천구 신정2동 128-113,양천구 청소행정과,0226203426,상시,평일(09~20시) 토요일(09~15시),2,2,0,0,0,0,2,0,0,37.5186598291782,126.873958318272
202431400000103821,공중화장실,용왕산근린공원(B),"서울특별시 양천구 용왕정길 19, 건영아파트 뒤",,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,2,3,0,0,0,0,3,0,0,37.5421784336016,126.874256951704
202431400000104139,개방화장실,신월4동주민센터,서울특별시 양천구 오목로5길 34,서울특별시 양천구 신월동 425-2,신월4동주민센터,0226204126,정시,09~18시,12,12,2,0,0,0,12,0,0,37.5246958066952,126.840081055666
202431400000104064,공중화장실,계남근린공원(D),"서울특별시 양천구 중앙로25길 31, 다락골 놀이터 옆",,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,1,1,0,0,0,2,1,0,37.5153925581886,126.850577071818
202431400000103852,공중화장실,3번 화장실(야구장),서울특별시 양천구 안양천로 788,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,2,2,1,0,0,0,3,1,0,37.5162242070138,126.877438974479
202431400000104100,개방화장실,목동공영주차장,서울특별시 양천구 목동동로 298,서울특별시 양천구 목동 915,양천구시설관리공단,07049539827,정시,07시~22시,3,2,0,0,0,0,3,0,0,37.5281322473479,126.876520999714
202431400000103838,공중화장실,독서근린공원,서울특별시 양천구 지양로 53-1,,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,3,4,1,0,0,0,7,1,0,37.5204480981254,126.834567246541
202431400000104136,개방화장실,신월1동주민센터,서울특별시 양천구 곰달래로1길 38,서울특별시 양천구 신월동 135-18,신월1동주민센터,0226204048,정시,09~18시,2,4,1,0,0,0,2,1,0,37.5328062560998,126.831527287922
202431400000104061,공중화장실,용왕산근린공원(E),"서울특별시 목동중앙로9길 40, 용왕산 유아숲체험원",,서울특별시 양천구청 공원녹지과,0226203584,상시,상시,1,1,0,0,0,0,1,0,0,37.5398690932603,126.873339791047
202431400000103890,개방화장실,갈산문화예술센터,서울특별시 양천구 목동남로 106,,양천구 문화체육과,0226204913,정시,평일(09:00∼21:00),2,3,1,1,0,0,5,1,0,37.5107624370301,126.87020687315
202431400000104156,공중화장실,신양주유소,서울특별시 양천구 지양로 67(신월동),,양천구 녹색환경과,0226204874,상시,상시,2,1,0,0,0,0,1,0,0,37.5215294915741,126.833868932502
202431400000103662,개방화장실,신월1동주민센터,서울특별시 양천구 곰달래로1길 38,서울특별시 양천구 신월동 135-18,신월1동주민센터,0226204048,정시,09~18시,2,4,1,0,0,0,2,1,0,37.5328062560998,126.831527287922
202431400000104205,개방화장실,양천소방서 신트리119안전센터,서울특별시 양천구 신정로 238,서울특별시 양천구 신정동 1294-8,양천소방서 신트리119안전센터,0269818795,상시,상시,1,2,0,0,0,0,1,1,0,37.5106105096518,126.84798529112
202431400000103572,개방화장실,썬텍씨티빌딩,서울특별시 양천구 오목로 350,서울특별시 양천구 목1동 404-177,양천구 청소행정과,0226203426,상시,상시,1,1,0,0,0,0,2,0,0,37.5241576688964,126.87627211214
202431400000103960,개방화장실,서울신월3동우체국,서울특별시 양천구 남부순환로 364,,서울신월3동우체국,0226953482,정시,09:00∼18:00,1,1,0,0,0,1,0,0,0,37.5346726936209,126.828719887426
202431400000103969,개방화장실,신정3파출소 화장실,서울특별시 양천구 중앙로 205,서울특별시 양천구 신정동 1264,신정3파출소(관리팀),0226962305,상시,상시,2,1,0,0,0,0,8,0,0,37.5149191698884,126.854985652216
202431400000103872,개방화장실,목동문화체육센터,서울특별시 양천구 목동중앙본로73,,양천구시설관리공단,07049539606,정시,07~21,3,4,1,1,0,0,7,1,0,37.5428083806204,126.869087576673
